asset_tag,erp_asset_code,name,maintenance_category,asset_kind,serial_number,size,model,manufacturer_code,fa_subclass_code,operational_status,maintenance_status
L-STR-000-2206,FA000334,"6 3/4"" STATOR S675785.0-1OS-NBR HPW STATOR (R63258)",MOTOR,component,4-C42220-6,"6 3/4""",,V00050,MUD MOTOR,ready_for_field,enrolled
L-STR-000-2207,FA000335,"6 3/4"" STATOR S675785.0-1OS-NBR HPW STATOR (R63258)",MOTOR,component,4-C42220-7,"6 3/4""",,V00050,MUD MOTOR,ready_for_field,enrolled
L-STR-000-2205,FA000336,"6 3/4"" STATOR S675785.0-1OS-NBR HPW STATOR (R63258)",MOTOR,component,4-C42220-5,"6 3/4""",,V00050,MUD MOTOR,ready_for_field,enrolled
L-RTR-000-2695,FA000337,"6 3/4"" ROTOR R675785.0-SLD-1.375-6 SA:WC ROTOR",MOTOR,component,4-B02695,"6 3/4""",,V00050,MUD MOTOR,ready_for_field,enrolled
L-RTR-000-2696,FA000338,"6 3/4"" ROTOR R675785.0-SLD-1.375-6 SA:WC ROTOR",MOTOR,component,4-B02696,"6 3/4""",,V00050,MUD MOTOR,ready_for_field,enrolled
L-RTR-000-2697,FA000339,"6 3/4"" ROTOR R675785.0-SLD-1.375-6 SA:WC ROTOR",MOTOR,component,4-B02697,"6 3/4""",,V00050,MUD MOTOR,ready_for_field,enrolled
L-STR-000-2011,FA000340,"8"" STATOR S800784.0 L3-STD-NBR HPW STATOR (W3367)",MOTOR,component,4-C42220-11,"8""",,V00050,MUD MOTOR,ready_for_field,enrolled
L-STR-000-2012,FA000341,"8"" STATOR S800784.0 L3-STD-NBR HPW STATOR (W3367)",MOTOR,component,4-C42220-12,"8""",,V00050,MUD MOTOR,ready_for_field,enrolled
L-STR-000-2013,FA000342,"8"" STATOR S800784.0 L3-STD-NBR HPW STATOR (W3367)",MOTOR,component,4-C42220-13,"8""",,V00050,MUD MOTOR,ready_for_field,enrolled
L-RTR-000-2014,FA000343,"8"" ROTOR R800784.0-SLD-2.125-6 SA:WC ROTOR",MOTOR,component,4-C42220-14,"8""",,V00050,MUD MOTOR,ready_for_field,enrolled
L-RTR-000-2015,FA000344,"8"" ROTOR R800784.0-SLD-2.125-6 SA:WC ROTOR",MOTOR,component,4-C42220-15,"8""",,V00050,MUD MOTOR,ready_for_field,enrolled
L-RTR-000-2016,FA000345,"8"" ROTOR R800784.0-SLD-2.125-6 SA:WC ROTOR",MOTOR,component,4-C42220-16,"8""",,V00050,MUD MOTOR,ready_for_field,enrolled
L-STR-000-2017,FA000346,"9 5/8"" STATOR S962785.7-STD-NBR HPW STATOR (X6417)",MOTOR,component,4-C42220-17,"9 5/8""",,V00050,MUD MOTOR,ready_for_field,enrolled
L-STR-000-2018,FA000347,"9 5/8"" STATOR S962785.7-STD-NBR HPW STATOR (X6417)",MOTOR,component,4-C42220-18,"9 5/8""",,V00050,MUD MOTOR,ready_for_field,enrolled
L-STR-000-2019,FA000348,"9 5/8"" STATOR S962785.7-STD-NBR HPW STATOR (X6417)",MOTOR,component,4-C42220-19,"9 5/8""",,V00050,MUD MOTOR,ready_for_field,enrolled
L-RTR-000-2020,FA000349,"9 5/8"" ROTOR R962785.7-SLD-2.125 SA:WC ROTOR",MOTOR,component,4-C42220-20,"9 5/8""",,V00050,MUD MOTOR,ready_for_field,enrolled
L-RTR-000-2021,FA000350,"9 5/8"" ROTOR R962785.7-SLD-2.125 SA:WC ROTOR",MOTOR,component,4-C42220-21,"9 5/8""",,V00050,MUD MOTOR,ready_for_field,enrolled
L-RTR-000-2022,FA000351,"9 5/8"" ROTOR R962785.7-SLD-2.125 SA:WC ROTOR",MOTOR,component,4-C42220-22,"9 5/8""",,V00050,MUD MOTOR,ready_for_field,enrolled
L-SHK-612-6770,FA000352,"6 1/2"" SHOCJ SUB SS650, 6-1/2"" SHOCK SUB, 4.5IF BOX X PIN",SHOCK SUB,asset,OSC106770A,"6 1/2""",,V00760,SHOCK SUBS,ready_for_field,enrolled
L-SHK-800-5432,FA000353,"8"" SHOCK SUB SS800, 8"" SHOCK SUB, 6.6 REG BOX X PIN",SHOCK SUB,asset,OSC105432A,"8""",,V00760,SHOCK SUBS,ready_for_field,enrolled
L-CMP-958-0354,FA000354,"COMPLETE PACKER RUNNING/SETTING TOOL # 9 5/8"" X 7""",,asset,,"9 5/8""",,V01440,COMPLETION,ready_for_field,enrolled
L-CMP-958-0355,FA000355,"COMPLETE PACKER RUNNING/SETTING TOOL # 9 5/8"" X 7""",,asset,,"9 5/8""",,V01440,COMPLETION,ready_for_field,enrolled
L-MTR-814-0356,FA000356,"8 1/4"" Circulating valve KC-210RS.810",CIRCULATION VALVE,asset,0191PC,"8 1/4""",,V01310,MUD MOTOR,ready_for_field,enrolled
L-MTR-814-0357,FA000357,"8 1/4"" Circulating valve KC-210RS.810",CIRCULATION VALVE,asset,0192PC,"8 1/4""",,V01310,MUD MOTOR,ready_for_field,enrolled
L-MTR-634-0033,FA000358,"6 3/4"" MOTOR ASSEMBLY M7 WENZEL",MOTOR,asset,M7-675-0033,"6 3/4""",,V0043,MUD MOTOR,ready_for_field,enrolled
L-MTR-434-0008,FA000359,"4 3/4"" MOTOR ASSEMBLY M7 WENZEL",MOTOR,asset,M47-M7-0008,"4 3/4""",,V0043,MUD MOTOR,ready_for_field,enrolled
L-MEQ-000-0360,FA000360,5 TON MONORAIL CRANE SYSTEM,MACHINE,asset,,,,V00670,MACHEQ,ready_for_field,enrolled
L-SHK-800-4360,FA000361,"8"" SHOCK SUB SS800",SHOCK SUB,asset,OSC104360A,"8""",,V00760,SHOCK SUBS,ready_for_field,enrolled
L-SHK-800-5431,FA000362,"8"" SHOCK SUB SS800",SHOCK SUB,asset,OSC105431A,"8""",,V00760,SHOCK SUBS,ready_for_field,enrolled
L-SHK-612-4381,FA000363,"6 1/2"" SHOCK SUB SS650",SHOCK SUB,asset,OSC104381A,"6 1/2""",,V00760,SHOCK SUBS,ready_for_field,enrolled
L-SHK-612-4382,FA000364,"6 1/2"" SHOCK SUB SS650",SHOCK SUB,asset,OSC104382A,"6 1/2""",,V00760,SHOCK SUBS,ready_for_field,enrolled
L-MTR-434-0365,FA000365,"4 3/4"" Lower End + Top Sub Only",MOTOR,asset,,"4 3/4""",,V0043,MUD MOTOR,ready_for_field,enrolled
L-MTR-634-0366,FA000366,"6 3/4"" Lower End + Top Sub Only",MOTOR,asset,,"6 3/4""",,V0043,MUD MOTOR,ready_for_field,enrolled
L-MTR-800-0367,FA000367,"8"" Lower End + Top Sub Only",MOTOR,asset,,"8""",,V0043,MUD MOTOR,ready_for_field,enrolled
L-MTR-800-0368,FA000368,"8"" Lower End + Top Sub Only",MOTOR,asset,,"8""",,V0043,MUD MOTOR,ready_for_field,enrolled
L-RTR-278-0369,FA000369,"2 7/8"" Mud Lubricated Motor Bearing & Drive Assembly Bearing Section Rotor Catch Sub + Bolt",MOTOR,component,,"2 7/8""",,V01450,MUD MOTOR,ready_for_field,enrolled
L-RTR-278-0370,FA000370,"2 7/8"" Mud Lubricated Motor Bearing & Drive Assembly Bearing Section Rotor Catch Sub + Bolt",MOTOR,component,,"2 7/8""",,V01450,MUD MOTOR,ready_for_field,enrolled
L-RTR-318-0371,FA000371,"3.125"" Mud Lubricated Motor Bearing & Drive Assembly Bearing Section Rotor Catch Sub + Bolt",MOTOR,component,,"3 1/8""",,V01450,MUD MOTOR,ready_for_field,enrolled
L-RTR-318-0372,FA000372,"3.125"" Mud Lubricated Motor Bearing & Drive Assembly Bearing Section Rotor Catch Sub + Bolt",MOTOR,component,,"3 1/8""",,V01450,MUD MOTOR,ready_for_field,enrolled
L-MTR-434-7802,FA000373,"4 3/4"" Slick Sleeve",MOTOR,asset,11227802,"4 3/4""",,V0043,MUD MOTOR,ready_for_field,enrolled
L-MTR-434-7803,FA000374,"4 3/4"" Slick Sleeve",MOTOR,asset,11227803,"4 3/4""",,V0043,MUD MOTOR,ready_for_field,enrolled
L-MTR-714-6002,FA000375,"17 1/4"" SPIRAL STABILIZER",MOTOR,asset,WZI-160-02,"17 1/4""",,V0043,MUD MOTOR,ready_for_field,enrolled
L-MTR-218-6004,FA000376,"12 1/8"" SPIRAL STABILIZER",MOTOR,asset,WZL-160-04,"12 1/8""",,V0043,MUD MOTOR,ready_for_field,enrolled
L-MTR-714-6001,FA000377,"17 1/4"" SPIRAL STABILIZER",MOTOR,asset,WZL-160-01,"17 1/4""",,V0043,MUD MOTOR,ready_for_field,enrolled
L-MTR-838-6002,FA000378,"8 3/8"" Straight Sleeve Stabilizer",MOTOR,asset,WZL-0196-002,"8 3/8""",,V0043,MUD MOTOR,ready_for_field,enrolled
L-MTR-600-1006,FA000379,"6"" Straight Sleeve Stabilizer",MOTOR,asset,WZL-0231-006,"6""",,V0043,MUD MOTOR,ready_for_field,enrolled
L-MTR-800-1601,FA000380,"8"" Slick Sleeve",MOTOR,asset,11441601,"8""",,V0043,MUD MOTOR,ready_for_field,enrolled
L-MTR-800-1602,FA000381,"8"" Slick Sleeve",MOTOR,asset,11441602,"8""",,V0043,MUD MOTOR,ready_for_field,enrolled
L-MTR-800-0036,FA000382,"12 1/8"" STABILIZER",MOTOR,asset,H95-10-036,"12 1/8""",,V0043,MUD MOTOR,ready_for_field,enrolled
L-MTR-634-5303,FA000383,"6 3/4"" Slick Sleeve",MOTOR,asset,10785303,"6 3/4""",,V0043,MUD MOTOR,ready_for_field,enrolled
L-MEQ-000-1734,FA000385,WELDING MACHINE,MACHINE,asset,13291734,,,V01350,MACHEQ,ready_for_field,enrolled
L-MEQ-000-0319,FA000386,Grinding Machine,MACHINE,asset,260319,,,V01350,MACHEQ,ready_for_field,enrolled
L-MEQ-000-1480,FA000387,Drilling Machine,MACHINE,asset,111480,,,V01350,MACHEQ,ready_for_field,enrolled
L-MEQ-000-0021,FA000388,Knife Sharpener Machine,MACHINE,asset,2210210021,,,V01350,MACHEQ,ready_for_field,enrolled
L-MEQ-000-0101,FA000389,Cutting Machine,MACHINE,asset,LDC101FA,,,V01350,MACHEQ,ready_for_field,enrolled
L-MEQ-000-0102,FA000390,Cutting Machine,MACHINE,asset,LDC102FA,,,V01350,MACHEQ,ready_for_field,enrolled
L-MTR-838-1004,FA000391,"8 3/8"" Straight Sleeve Stabilizer",MOTOR,asset,WZL-0231-004,"8 3/8""",,V0043,MUD MOTOR,ready_for_field,enrolled
L-GYR-000-2033,FA000392,GYRO TRACER DIRECTIONAL KIT,GYRO,asset,2353 TLM 2033,,,V00770,GYRO,ready_for_field,enrolled
L-MTR-958-2906,FA000393,"9 5/8"" Slick Sleeve",MOTOR,asset,9522906,"9 5/8""",,V0043,MUD MOTOR,ready_for_field,enrolled
L-MTR-000-3361,FA000394,"6 3/4"" STATOR S675785.0-1OS-NBR HPW-",MOTOR,asset,4-C42336-1,"6 3/4""",,V00050,MUD MOTOR,ready_for_field,enrolled
L-MTR-000-3362,FA000395,"6 3/4"" STATOR S675785.0-1OS-NBR HPW-",MOTOR,asset,4-C42336-2,"6 3/4""",,V00050,MUD MOTOR,ready_for_field,enrolled
L-MTR-000-3363,FA000396,"6 3/4"" STATOR S675785.0-1OS-NBR HPW-",MOTOR,asset,4-C42336-3,"6 3/4""",,V00050,MUD MOTOR,ready_for_field,enrolled
L-MTR-000-3364,FA000397,"6 3/4"" STATOR S675785.0-1OS-NBR HPW-",MOTOR,asset,4-C42336-4,"6 3/4""",,V00050,MUD MOTOR,ready_for_field,enrolled
L-MTR-000-0398,FA000398,Bearing Assembly Superhawk High Pull,MOTOR,asset,,,,V01480,MUD MOTOR,ready_for_field,enrolled
L-WHP-700-0399,FA000399,"RAPTR-X DUAL MILL 7"" CSG (6.000 GAGE DIA) STD, NC38 BOX CONN. RAPTR-X, HYDRAULIC RUNNING TOOL",WHIPSTOCK,asset,,"7""",,V01490,WHIPSTOCK,ready_for_field,enrolled
L-WHP-700-0400,FA000400,"RAPTR-X DUAL MILL 7"" CSG (6.000 GAGE DIA) STD, NC38 BOX CONN. RAPTR-X, HYDRAULIC RUNNING TOOL",WHIPSTOCK,asset,,"7""",,V01490,WHIPSTOCK,ready_for_field,enrolled
L-WHP-600-0401,FA000401,"RAPTR-X WINDOW MILL, 6.000"" OD NC38 BOX",WHIPSTOCK,asset,,"6""",,V01490,WHIPSTOCK,ready_for_field,enrolled
L-WHP-600-0402,FA000402,"RAPTR-X WATERMELON MILL 6.000"" OD NC50 BOX-PIN",WHIPSTOCK,asset,,"6""",,V01490,WHIPSTOCK,ready_for_field,enrolled
L-WHP-600-0403,FA000403,"RAPTR-X WATERMELON MILL 6.000"" OD NC50 BOX-PIN",WHIPSTOCK,asset,,"6""",,V01490,WHIPSTOCK,ready_for_field,enrolled
L-MTR-800-0404,FA000404,"8"" M40 SCREW-ON STABILIZER, 12.125 OD NON-DIR 5 BLADE 3x5.7 PAD",MOTOR,asset,,"8""",,V0043,MUD MOTOR,ready_for_field,enrolled
L-MTR-800-0405,FA000405,"8"" M40 SCREW-ON STABILIZER, 12.125 OD NON-DIR 5 BLADE 3x5.7 PAD",MOTOR,asset,,"8""",,V0043,MUD MOTOR,ready_for_field,enrolled
L-MTR-634-0406,FA000406,"6.75"" SCREW-ON STABILIZER 8.375"" OD NON-DIR 5 BLADE",MOTOR,asset,,"6 3/4""",,V0043,MUD MOTOR,ready_for_field,enrolled
L-MTR-634-0407,FA000407,"6.75"" SCREW-ON STABILIZER 8.375"" OD NON-DIR 5 BLADE",MOTOR,asset,,"6 3/4""",,V0043,MUD MOTOR,ready_for_field,enrolled
L-MTR-634-0408,FA000408,"6.75"" SCREW-ON STABILIZER 8.375"" OD NON-DIR 5 BLADE",MOTOR,asset,,"6 3/4""",,V0043,MUD MOTOR,ready_for_field,enrolled
L-STR-278-0409,FA000409,"2-7/8"" 9/10 1.4 STATOR",MOTOR,component,,"2 7/8""",,V01530,MUD MOTOR,ready_for_field,enrolled
L-STR-278-0410,FA000410,"2-7/8"" 9/10 1.4 STATOR",MOTOR,component,,"2 7/8""",,V01530,MUD MOTOR,ready_for_field,enrolled
L-RTR-278-0411,FA000411,"2-7/8"" 9/10 1.4 ROTOR",MOTOR,component,,"2 7/8""",,V01530,MUD MOTOR,ready_for_field,enrolled
L-RTR-278-0412,FA000412,"2-7/8"" 9/10 1.4 ROTOR",MOTOR,component,,"2 7/8""",,V01530,MUD MOTOR,ready_for_field,enrolled
L-STR-318-0413,FA000413,"3-1/8"" 9/10 2.1 STATOR",MOTOR,component,,"3 1/8""",,V01530,MUD MOTOR,ready_for_field,enrolled
L-RTR-318-0414,FA000414,"3-1/8"" 9/10 2.1 ROTOR",MOTOR,component,,"3 1/8""",,V01530,MUD MOTOR,ready_for_field,enrolled
L-MTR-000-0415,FA000415,R287673.1-SLD-1.125-8 SA:CHROME-1.90 HD MATERIAL: RTR CHROME SOLID,MOTOR,asset,,,,V00050,MUD MOTOR,ready_for_field,enrolled
L-MTR-000-0416,FA000416,R287673.1-SLD-1.125-8 SA:CHROME-1.90 HD MATERIAL: RTR CHROME SOLID,MOTOR,asset,,,,V00050,MUD MOTOR,ready_for_field,enrolled
L-MTR-000-0417,FA000417,S287673.1-1OS-NBR HPX MATERIAL: STR HP,MOTOR,asset,,,,V00050,MUD MOTOR,ready_for_field,enrolled
L-MTR-000-0418,FA000418,S287673.1-1OS-NBR HPX MATERIAL: STR HP,MOTOR,asset,,,,V00050,MUD MOTOR,ready_for_field,enrolled
L-MTR-000-0419,FA000419,R312782.5-SLD-BLANK: MATERIAL: RTR CHROME SOLID,MOTOR,asset,,,,V00050,MUD MOTOR,ready_for_field,enrolled
L-MTR-000-0420,FA000420,R312782.5-SLD-BLANK: MATERIAL: RTR CHROME SOLID,MOTOR,asset,,,,V00050,MUD MOTOR,ready_for_field,enrolled
L-MTR-000-0421,FA000421,S312782.5-1OS-NBR-HPX MATERIAL: STR HP,MOTOR,asset,,,,V00050,MUD MOTOR,ready_for_field,enrolled
L-MTR-000-0422,FA000422,S312782.5-1OS-NBR-HPX MATERIAL: STR HP,MOTOR,asset,,,,V00050,MUD MOTOR,ready_for_field,enrolled
L-STR-000-8007,FA000423,S962785.7-STD-NBR HPW STATOR (R60381),MOTOR,component,4-C41800-7,,,V00050,MUD MOTOR,ready_for_field,enrolled
L-MEQ-000-0425,FA000425,Skid Mounted W-440 Mud Pump Unit,MACHINE,asset,,,,V01550,MACHEQ,ready_for_field,enrolled
L-MTR-434-0427,FA000427,"4.75"" SCREW-ON STABILIZER 5.875"" OD - NON-DIR 5 BLADE",MOTOR,asset,,"4 3/4""",,V0043,MUD MOTOR,ready_for_field,enrolled
L-MTR-912-0428,FA000428,"9 1/2"" SCREW-ON STABILIZER 23.75"" OD - NON-DIR 5 BLADE",MOTOR,asset,,"9 1/2""",,V0043,MUD MOTOR,ready_for_field,enrolled
L-NMD-434-1271,FA000429,"4-3/4"" NMDC SCHOLLER BLECKMANN P530 N3705 4 3/4"" OD x 2-11/16"" ID x 30.20""",MOTOR,asset,OWS DC 1271,"4 3/4""",,V00470,NMDC,ready_for_field,enrolled
L-NMD-434-1272,FA000430,"4-3/4"" NMDC SCHOLLER BLECKMANN P530 N3714 4 3/4"" OD x 2-11/16"" ID x 29.89""",MOTOR,asset,OWS DC 1272,"4 3/4""",,V00470,NMDC,ready_for_field,enrolled
